Date,Open,High,Low,Close,Volume,Adj Close,dx,percent_dx,d2x,percent_d2x,dx_abs,d2x_abs,dx_abs_ma,d2x_abs_ma,stock_ma,dx_ma,d2x_ma,momentum,next_week,next_month,next_quarter
2017-04-18,1359.890015,1362.48999,1351.420044,1361.890015,32698400,1361.890015,,,,,,,,,,,,,,,
2017-04-17,1345.359985,1361.25,1345.359985,1361.180054,28247100,1361.180054,-0.7099610000000212,-0.0005215775810949557,,,0.7099610000000212,,,,,,,,,,
2017-04-13,1358.609985,1361.319946,1345.23999,1345.23999,31438900,1345.23999,-15.940063999999893,-0.01184923442544991,-15.230102999999872,-0.0113214765493255,15.940063999999893,15.230102999999872,,,,,,,,,
2017-04-12,1376.859985,1376.859985,1358.150024,1359.199951,31969500,1359.199951,13.959961000000021,0.010270719175445307,29.900024999999914,0.0219982534416674,13.959961000000021,29.900024999999914,,,,,,,,,
2017-04-11,1366.469971,1377.22998,1360.540039,1376.949951,31174200,1376.949951,17.75,0.012890809856312635,3.790038999999979,0.002752488568845578,17.75,3.790038999999979,,,,,,,,,
2017-04-10,1364.76001,1376.560059,1361.540039,1367.089966,27854100,1367.089966,-9.859985000000052,-0.007212389268607983,-27.60998500000005,-0.02019617266359195,9.859985000000052,27.60998500000005,,,,,,,1361.890015,,
2017-04-07,1363.839966,1367.5,1358.01001,1364.560059,30531500,1364.560059,-2.529907000000094,-0.0018540092708371541,7.330077999999958,0.005371751834339714,2.529907000000094,7.330077999999958,,,,,,,1361.180054,,
2017-04-06,1351.959961,1364.52002,1349.339966,1364.430054,32019200,1364.430054,-0.13000499999998283,-9.528154236917947e-05,2.399902000000111,0.0017589043813308668,0.13000499999998283,2.399902000000111,,,,,,,1345.23999,,
2017-04-05,1369.790039,1381.339966,1350.959961,1352.140015,37705200,1352.140015,-12.290038999999979,-0.009089324229488157,-12.160033999999996,-0.008993176642287298,12.290038999999979,12.160033999999996,,,,,,,1359.199951,,
2017-04-04,1368.579956,1374.050049,1363.300049,1368.180054,32062400,1368.180054,16.04003899999998,0.011723631661714006,28.330077999999958,0.02070639600188175,16.04003899999998,28.330077999999958,,,,,,,1376.949951,,
2017-04-03,1386.430054,1388.73999,1366.530029,1369.670044,34164000,1369.670044,1.4899900000000343,0.001087845942551719,-14.550048999999944,-0.010623032214027122,1.4899900000000343,14.550048999999944,,,,,,,1367.089966,,
2017-03-31,1382.199951,1389.949951,1380.119995,1385.920044,33541100,1385.920044,16.25,0.011725063123482758,14.760009999999966,0.010649972243276082,16.25,14.760009999999966,,,,,,,1364.560059,,
2017-03-30,1371.98999,1382.930054,1371.98999,1382.349976,31584200,1382.349976,-3.570067999999992,-0.002582607922727661,-19.820067999999992,-0.014337952287127607,3.570067999999992,19.820067999999992,,,,,,,1364.430054,,
2017-03-29,1366.680054,1373.130005,1363.349976,1371.640015,31069400,1371.640015,-10.709961000000021,-0.007808142721762183,-7.139893000000029,-0.00520536942777951,10.709961000000021,7.139893000000029,,,,,,,1352.140015,,
2017-03-28,1356.699951,1367.939941,1352.530029,1367.26001,33677800,1367.26001,-4.380004999999983,-0.003203490900022727,6.329956000000038,0.0046296651358947,4.380004999999983,6.329956000000038,,,,,,,1368.180054,,
2017-03-27,1352.699951,1359.329956,1335.040039,1357.319946,32402300,1357.319946,-9.940063999999893,-0.007323302091959306,-5.56005899999991,-0.00409635106032687,9.940063999999893,5.56005899999991,,,,,,,1369.670044,,
2017-03-24,1354.52002,1362.790039,1349.180054,1354.640015,29751300,1354.640015,-2.679931000000124,-0.0019783344433392694,7.260132999999769,0.005359455589387539,2.679931000000124,7.260132999999769,,,,,,,1385.920044,,
2017-03-23,1345.420044,1361.219971,1343.290039,1353.430054,32606000,1353.430054,-1.2099610000000212,-0.0008939959596907409,1.469970000000103,0.0010861071066477906,1.2099610000000212,1.469970000000103,,,,,,,1382.349976,,
2017-03-22,1346.209961,1348.640015,1335.219971,1345.599976,35727300,1345.599976,-7.830077999999958,-0.005819023587735229,-6.6201169999999365,-0.0049198254444677075,7.830077999999958,6.6201169999999365,,,,,,,1371.640015,,
2017-03-21,1385.530029,1390.199951,1346.030029,1346.550049,42655900,1346.550049,0.9500729999999749,0.0007055608521239413,8.780150999999933,0.006520478764618079,0.9500729999999749,8.780150999999933,,,,,,,1367.26001,,
2017-03-20,1391.459961,1391.47998,1381.119995,1384.099976,30549300,1384.099976,37.549927000000025,0.027129490391668083,36.59985400000005,0.026443071045902575,37.549927000000025,36.59985400000005,,,,,,,1357.319946,,
2017-03-17,1385.27002,1393.180054,1380.689941,1391.52002,51780400,1391.52002,7.420043999999962,0.005332330037191964,-30.129883000000063,-0.021652496957966918,7.420043999999962,30.129883000000063,,,,,,,1354.640015,1361.890015,
2017-03-16,1383.76001,1389.790039,1382.469971,1386.030029,33656600,1386.030029,-5.489990999999918,-0.003960946649879487,-12.91003499999988,-0.009314397761868317,5.489990999999918,12.91003499999988,,,,,,,1353.430054,1361.180054,
2017-03-15,1363.359985,1385.689941,1363.359985,1382.829956,39068400,1382.829956,-3.200072999999975,-0.002314147871988951,2.2899179999999433,0.0016559649941514164,3.200072999999975,2.2899179999999433,,,,,,,1345.599976,1345.23999,
2017-03-14,1369.160034,1369.160034,1353.469971,1362.380005,31726300,1362.380005,-20.449951000000056,-0.015010460315732582,-17.24987800000008,-0.012661576018946403,20.449951000000056,17.24987800000008,,,,,,,1346.550049,1359.199951,
2017-03-13,1365.160034,1373.25,1365.050049,1370.280029,31339000,1370.280029,7.90002400000003,0.005765262452059009,28.349975000000086,0.020689183524545175,7.90002400000003,28.349975000000086,,,,,,,1384.099976,1376.949951,
2017-03-10,1361.150024,1369.050049,1356.689941,1365.26001,34329500,1365.26001,-5.0200190000000475,-0.0036769691950473576,-12.920043000000078,-0.00946343033954395,5.0200190000000475,12.920043000000078,,,,,,,1391.52002,1367.089966,
2017-03-09,1366.22998,1371.040039,1357.380005,1360.119995,37163400,1360.119995,-5.1400149999999485,-0.003779089358950236,-0.11999599999990096,-8.822456874468709e-05,5.1400149999999485,0.11999599999990096,,,,,,,1386.030029,1364.560059,
2017-03-08,1375.660034,1381.959961,1365.839966,1366.040039,38121000,1366.040039,5.920043999999962,0.0043337265607043905,11.06005899999991,0.008096438379724468,5.920043999999962,11.06005899999991,,,,,,,1382.829956,1364.430054,
2017-03-07,1383.319946,1383.660034,1374.199951,1374.689941,35183900,1374.689941,8.649902000000111,0.00629225670605246,2.7298580000001493,0.001985799065361859,8.649902000000111,2.7298580000001493,,,,,,,1362.380005,1352.140015,
2017-03-06,1392.339966,1392.339966,1378.449951,1384.25,32327000,1384.25,9.56005899999991,0.0069063095539099945,0.9101569999997992,0.0006575091204621992,9.56005899999991,0.9101569999997992,,,,,,,1370.280029,1368.180054,
2017-03-03,1395.550049,1399.079956,1387.969971,1394.130005,35552600,1394.130005,9.880004999999983,0.007086860597337178,0.3199460000000727,0.00022949509647780136,9.880004999999983,0.3199460000000727,,,,,,,1365.26001,1369.670044,
2017-03-02,1413.160034,1413.160034,1395.160034,1395.670044,38213200,1395.670044,1.5400389999999788,0.0011034406066251995,-8.339966000000004,-0.005975600060955384,1.5400389999999788,8.339966000000004,,,,,,,1360.119995,1385.920044,
2017-03-01,1389.119995,1414.819946,1389.119995,1413.640015,43451800,1413.640015,17.969970999999987,0.0127118437574788,16.429932000000008,0.011622429915440678,17.969970999999987,16.429932000000008,,,,,,,1366.040039,1382.349976,
2017-02-28,1406.869995,1406.869995,1386.530029,1386.680054,42101400,1386.680054,-26.95996100000002,-0.019442091866996757,-44.92993200000001,-0.032401080458607366,26.95996100000002,44.92993200000001,,,,,,,1374.689941,1371.640015,
2017-02-27,1394.530029,1407.969971,1392.23999,1407.969971,35826100,1407.969971,21.28991700000006,0.015121002179385301,48.24987800000008,0.03426911013288939,21.28991700000006,48.24987800000008,,,,,,,1384.25,1367.26001,
2017-02-24,1393.619995,1394.530029,1382.209961,1394.52002,38315700,1394.52002,-13.449951000000056,-0.009644860458869609,-34.739868000000115,-0.024911702594273343,13.449951000000056,34.739868000000115,,,,,,,1394.130005,1357.319946,
2017-02-23,1404.380005,1406.560059,1385.630005,1394.619995,40152600,1394.619995,0.09997500000008586,7.168619434578368e-05,13.549926000000141,0.0097158552498741,0.09997500000008586,13.549926000000141,,,,,,,1395.670044,1354.640015,
2017-02-22,1410.109985,1410.109985,1401.300049,1403.859985,34686700,1403.859985,9.239990000000034,0.006581845838422437,9.140014999999948,0.00651063147155658,9.239990000000034,9.140014999999948,,,,,,,1413.640015,1353.430054,
2017-02-21,1400.660034,1410.400024,1400.660034,1410.339966,35797800,1410.339966,6.4799809999999525,0.004594623393094677,-2.760009000000082,-0.0019569813424688003,6.4799809999999525,2.760009000000082,,,,,,,1386.680054,1345.599976,
2017-02-17,1399.069946,1399.859985,1392.670044,1399.859985,35130600,1399.859985,-10.479980999999952,-0.007486449439441582,-16.959961999999905,-0.012115470248261938,10.479980999999952,16.959961999999905,,,,,,,1407.969971,1346.550049,
2017-02-16,1403.599976,1404.839966,1391.869995,1399.130005,36723700,1399.130005,-0.7299800000000687,-0.0005217385070660883,9.750000999999884,0.006968616901329254,0.7299800000000687,9.750000999999884,,,,,,,1394.52002,1384.099976,
2017-02-15,1396.339966,1405.209961,1392.040039,1404.209961,37755900,1404.209961,5.079956000000038,0.0036176612765105136,5.809936000000107,0.004137512310383124,5.079956000000038,5.809936000000107,,,,,,,1394.619995,1391.52002,
2017-02-14,1391.800049,1397.140015,1386.349976,1396.650024,35209100,1396.650024,-7.559936999999991,-0.005412907220914486,-12.63989300000003,-0.009050150562271446,7.559936999999991,12.63989300000003,,,,,,,1403.859985,1386.030029,
2017-02-13,1390.410034,1398.599976,1389.939941,1392.380005,33497300,1392.380005,-4.2700190000000475,-0.0030667051987722615,3.2899179999999433,0.002362801812857075,4.2700190000000475,3.2899179999999433,,,,,,,1410.339966,1382.829956,
2017-02-10,1380.069946,1391.180054,1380.069946,1388.839966,34750200,1388.839966,-3.540038999999979,-0.002548917864306318,0.7299800000000687,0.0005256041141316556,3.540038999999979,0.7299800000000687,,,,,,,1399.859985,1362.380005,
2017-02-09,1359.300049,1379.72998,1359.300049,1378.530029,36779400,1378.530029,-10.30993699999999,-0.007478935375444034,-6.769898000000012,-0.004910954319153255,10.30993699999999,6.769898000000012,,,,,,,1399.130005,1370.280029,
2017-02-08,1360.469971,1360.469971,1349.430054,1358.73999,36097400,1358.73999,-19.79003899999998,-0.014564993409813438,-9.480101999999988,-0.006977127389913642,19.79003899999998,9.480101999999988,,,,,,,1404.209961,1365.26001,
2017-02-07,1366.819946,1371.880005,1357.609985,1361.060059,34486900,1361.060059,2.320068999999876,0.001704604425542015,22.110107999999855,0.016244770283131097,2.320068999999876,22.110107999999855,,,,,,,1396.650024,1360.119995,
2017-02-06,1377.329956,1377.329956,1364.630005,1366.660034,31090500,1366.660034,5.599975000000086,0.004097562569097624,3.27990600000021,0.002399942866844828,5.599975000000086,3.27990600000021,,,,,,,1392.380005,1366.040039,
2017-02-03,1358.050049,1377.930054,1358.050049,1377.839966,35979700,1377.839966,11.179932000000008,0.00811410053117882,5.579956999999922,0.00404978599669965,11.179932000000008,5.579956999999922,,,,,,,1388.839966,1374.689941,
2017-02-02,1360.540039,1364.099976,1354.859985,1357.430054,38077100,1357.430054,-20.409912000000077,-0.015035700690328224,-31.589844000000085,-0.023271802408465082,20.409912000000077,31.589844000000085,,,,,,,1378.530029,1384.25,
2017-02-01,1364.069946,1374.189941,1357.48999,1361.22998,39166100,1361.22998,3.7999260000001414,0.00279153857601648,24.209838000000218,0.017785266527850216,3.7999260000001414,24.209838000000218,,,,,,,1358.73999,1394.130005,
2017-01-31,1351.719971,1363.599976,1345.650024,1361.819946,40874500,1361.819946,0.589966000000004,0.0004332187979276403,-3.2099600000001374,-0.002357110431102569,0.589966000000004,3.2099600000001374,,,,,,,1361.060059,1395.670044,
2017-01-30,1369.48999,1369.48999,1342.660034,1352.329956,35912700,1352.329956,-9.489990000000034,-0.007017510747207048,-10.079956000000038,-0.007453769662705037,9.489990000000034,10.079956000000038,,,,,,,1366.660034,1413.640015,
2017-01-27,1375.680054,1375.930054,1366.359985,1370.699951,31358900,1370.699951,18.369995000000017,0.01340190826343731,27.85998500000005,0.020325370975372604,18.369995000000017,27.85998500000005,,,,,,,1377.839966,1386.680054,
2017-01-26,1382.430054,1384.130005,1374.619995,1375.599976,36103600,1375.599976,4.900024999999914,0.0035621002366169816,-13.469970000000103,-0.00979206908622402,4.900024999999914,13.469970000000103,,,,,,,1357.430054,1407.969971,
