Date,Open,High,Low,Close,Volume,Adj Close,dx,percent_dx,d2x,percent_d2x,dx_abs,d2x_abs,dx_abs_ma,d2x_abs_ma,stock_ma,dx_ma,d2x_ma,momentum,next_week,next_month,next_quarter
2017-04-21,20578.099609,20601.400391,20505.330078,20547.759766,369600000,20547.759766,,,,,,,,,,,,,,,
2017-04-20,20406.679688,20629.779297,20406.679688,20578.710938,312440000,20578.710938,30.951172000000952,0.0015040384255967894,,,30.951172000000952,,,,,,,,,,
2017-04-19,20503.519531,20546.689453,20379.550781,20404.490234,294790000,20404.490234,-174.2207039999994,-0.008538351215934591,-205.17187600000034,-0.010055231649851388,174.2207039999994,205.17187600000034,,,,,,,,,
2017-04-18,20561.390625,20600.119141,20462.279297,20523.279297,263180000,20523.279297,118.78906300000017,0.005788015710401807,293.00976699999956,0.014276946815357641,118.78906300000017,293.00976699999956,,,,,,,,,
2017-04-17,20484.75,20644.410156,20484.75,20636.919922,229240000,20636.919922,113.640625,0.005506665986470847,-5.148438000000169,-0.0002494770546893325,113.640625,5.148438000000169,,,,,,,,,
2017-04-13,20561.689453,20612.269531,20453.25,20453.25,235810000,20453.25,-183.66992200000095,-0.00897998714140789,-297.31054700000095,-0.014536102917629273,183.66992200000095,297.31054700000095,,,,,,,20547.759766,,
2017-04-12,20637.949219,20642.539062,20553.029297,20591.859375,267670000,20591.859375,138.609375,0.006731270473237679,322.27929700000095,0.01565081089235056,138.609375,322.27929700000095,,,,,,,20578.710938,,
2017-04-11,20644.320312,20660.029297,20512.560547,20651.300781,255120000,20651.300781,59.441406000001734,0.00287833713867991,-79.16796899999827,-0.0038335584687641503,59.441406000001734,79.16796899999827,,,,,,,20404.490234,,
2017-04-10,20668.220703,20750.330078,20614.859375,20658.019531,230480000,20658.019531,6.71875,0.00032523688875003994,-52.722656000001734,-0.002552164108514112,6.71875,52.722656000001734,,,,,,,20523.279297,,
2017-04-07,20647.810547,20726.070312,20606.949219,20656.099609,219730000,20656.099609,-1.9199220000009518,-9.294697626092144e-05,-8.638672000000952,-0.0004182140947963392,1.9199220000009518,8.638672000000952,,,,,,,20636.919922,,
2017-04-06,20653.769531,20746.460938,20612.169922,20662.949219,251720000,20662.949219,6.849609999997483,0.0003314923696225865,8.769531999998435,0.000424408534670098,6.849609999997483,8.769531999998435,,,,,,,20453.25,,
2017-04-05,20745.060547,20887.5,20639.550781,20648.150391,284980000,20648.150391,-14.798827999999048,-0.0007167144620590074,-21.64843799999653,-0.0010484444170569646,14.798827999999048,21.64843799999653,,,,,,,20591.859375,,
2017-04-04,20634.939453,20701.289062,20605.300781,20689.240234,237390000,20689.240234,41.089843000001565,0.0019860489092526413,55.88867100000061,0.002701339941336031,41.089843000001565,55.88867100000061,,,,,,,20651.300781,,
2017-04-03,20665.169922,20692.339844,20517.820312,20650.210938,285670000,20650.210938,-39.02929600000061,-0.0018900192408291521,-80.11913900000218,-0.003879821820733509,39.02929600000061,80.11913900000218,,,,,,,20658.019531,,
2017-03-31,20700.339844,20722.589844,20660.679688,20663.220703,303770000,20663.220703,13.009764999998879,0.0006296097393040985,52.03906099999949,0.0025184390056117523,13.009764999998879,52.03906099999949,,,,,,,20656.099609,,
2017-03-30,20662.789062,20753.779297,20643.599609,20728.490234,270900000,20728.490234,65.26953100000173,0.003148783643342393,52.259766000002855,0.0025211564088871044,65.26953100000173,52.259766000002855,,,,,,,20662.949219,,
2017-03-29,20675.75,20684.730469,20625.029297,20659.320312,238320000,20659.320312,-69.16992200000095,-0.003348121862451762,-134.4394530000027,-0.00650744801715056,69.16992200000095,134.4394530000027,,,,,,,20648.150391,,
2017-03-28,20542.140625,20735.609375,20520.099609,20701.5,299670000,20701.5,42.17968800000017,0.002037518440692712,111.34961000000112,0.005378818443108041,42.17968800000017,111.34961000000112,,,,,,,20689.240234,,
