Date,leveled log 10yr Bond
1993-03-18,-0.2473757869903661
1993-03-19,-0.2438087804424618
1993-03-22,-0.24192951892274173
1993-03-23,-0.2501541685819928
1993-03-24,-0.24320878044246141
1993-03-25,-0.2379794320374593
1993-03-26,-0.2195519182781942
1993-03-29,-0.22429019991877674
1993-03-30,-0.23071274067927017
1993-03-31,-0.2288529892609057
1993-04-01,-0.2236901999187768
1993-04-02,-0.20712322245457138
1993-04-05,-0.2118052500518799
1993-04-06,-0.21979530402192426
1993-04-07,-0.22124139492859296
1993-04-08,-0.2376530725954893
1993-04-12,-0.24586355110408564
1993-04-13,-0.24397578699036604
1993-04-14,-0.24884764908832624
1993-04-15,-0.2520432380894646
1993-04-16,-0.2501440023365049
1993-04-19,-0.2533453661599949
1993-04-20,-0.25314536615999494
1993-04-21,-0.2546503964110789
1993-04-22,-0.2561583387562347
1993-04-23,-0.24914400233650458
1993-04-26,-0.24049086662544616
1993-04-27,-0.22691274067927014
1993-04-28,-0.22505298926090567
1993-04-29,-0.23150858787264172
1993-04-30,-0.22134172795724982
1993-05-03,-0.23612951892274148
1993-05-04,-0.24266355110408555
1993-05-05,-0.24077578699036595
1993-05-06,-0.24734400233650478
1993-05-07,-0.24206355110408562
1993-05-10,-0.24694400233650482
1993-05-11,-0.24674400233650484
1993-05-12,-0.23472951892274163
1993-05-13,-0.2245127406792704
1993-05-14,-0.22265298926090593
1993-05-17,-0.2158413949285931
1993-05-18,-0.20254791818157347
1993-05-19,-0.20887322681649567
1993-05-20,-0.2119519182781946
1993-05-21,-0.20032322245457124
1993-05-24,-0.20012322245457126
1993-05-25,-0.19830116208270332
1993-05-26,-0.2062379034757651
1993-05-27,-0.2076732268164958
1993-05-28,-0.19932322245457135
1993-06-01,-0.2138413949285929
1993-06-02,-0.21529019991877685
1993-06-03,-0.22171274067927027
1993-06-04,-0.20667322681649591
1993-06-07,-0.2113953040219243
1993-06-08,-0.20955191827819442
1993-06-09,-0.21264139492859302
1993-06-10,-0.21244139492859304
1993-06-11,-0.22885307259548937
